title,number,year,auther,experiment,NPs_type,Method,Crop,  NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant fresh weight,Biomass,3,668.3,100.245,3,717,107.55,0.070338666,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant fresh weight,Biomass,3,668.3,100.245,3,895,134.25,0.292086544,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant fresh weight,Biomass,3,668.3,100.245,3,1026.8,154.02,0.429465274,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant fresh weight,Biomass,3,668.3,100.245,3,1071.8,150.08,0.472357583,0.014035772
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant fresh weight,Biomass,3,269.9,40.485,3,310.5,46.575,0.140132381,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant fresh weight,Biomass,3,269.9,40.485,3,412,61.8,0.422971829,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant fresh weight,Biomass,3,269.9,40.485,3,399.2,59.88,0.391411024,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant fresh weight,Biomass,3,269.9,40.485,3,370.3,55.545,0.316261968,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,plant fresh weight,Biomass,3,646,96.9,3,687.8,103.17,0.062698594,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,plant fresh weight,Biomass,3,646,96.9,3,855.8,128.37,0.2812372,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,plant fresh weight,Biomass,3,646,96.9,3,975.1,146.265,0.411740526,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,plant fresh weight,Biomass,3,646,96.9,3,1026.7,154.005,0.463305551,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,shoot fresh weight,Biomass,3,243.8,36.57,3,245.6,36.84,0.007355979,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,shoot fresh weight,Biomass,3,243.8,36.57,3,383.3,57.495,0.452469755,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,shoot fresh weight,Biomass,3,243.8,36.57,3,343.1,51.465,0.341673733,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,shoot fresh weight,Biomass,3,243.8,36.57,3,317,47.55,0.262553557,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,shoot fresh weight,Biomass,3,540,81,3,586.7,88.005,0.082944476,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,shoot fresh weight,Biomass,3,540,81,3,760,114,0.341749294,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,shoot fresh weight,Biomass,3,540,81,3,888.3,133.245,0.497740384,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,shoot fresh weight,Biomass,3,540,81,3,930,139.5,0.543615447,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,shoot fresh weight,Biomass,3,234.5,35.175,3,242.2,36.33,0.032308243,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,shoot fresh weight,Biomass,3,234.5,35.175,3,334.1,50.115,0.353984761,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,shoot fresh weight,Biomass,3,234.5,35.175,3,326,48.9,0.329441793,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,shoot fresh weight,Biomass,3,234.5,35.175,3,302.5,45.375,0.25462569,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,25,ClassB,shoot fresh weight,Biomass,3,519.8,77.97,3,556,83.4,0.067324172,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,50,ClassC,shoot fresh weight,Biomass,3,519.8,77.97,3,727.3,109.095,0.335894925,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,75,ClassC,shoot fresh weight,Biomass,3,519.8,77.97,3,843.9,126.585,0.484589882,0.015
Effect of foliar application of phosphorus nanoparticles on the performance and sustainable agriculture of sweet corn,74,2023,Dina M. Salama,Field,P,Foliar,Maize,100,ClassC,100,ClassD,shoot fresh weight,Biomass,3,519.8,77.97,3,890.8,133.62,0.538675813,0.015
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,chlorophyll,Photosynthetic Pigment,4,35.76,7.152,4,37.83,7.566,0.056272488,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,chlorophyll,Photosynthetic Pigment,4,35.76,7.152,4,38.36,7.672,0.0701853,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,chlorophyll,Photosynthetic Pigment,4,35.76,7.152,4,39.06,7.812,0.088268975,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,chlorophyll,Photosynthetic Pigment,4,37.4,7.48,4,38.7,7.74,0.034168896,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,chlorophyll,Photosynthetic Pigment,4,37.4,7.48,4,39.36,7.872,0.051079368,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,chlorophyll,Photosynthetic Pigment,4,37.4,7.48,4,39.52,7.904,0.055136168,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,chlorophyll,Photosynthetic Pigment,4,37.66,7.532,4,38.16,7.632,0.013189323,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,chlorophyll,Photosynthetic Pigment,4,37.66,7.532,4,39.83,7.966,0.056021874,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,chlorophyll,Photosynthetic Pigment,4,37.66,7.532,4,39.66,7.932,0.0517446,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,chlorophyll,Photosynthetic Pigment,4,38.33,7.666,4,39.5,7.9,0.030067793,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,chlorophyll,Photosynthetic Pigment,4,38.33,7.666,4,40.81,8.162,0.06269427,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,chlorophyll,Photosynthetic Pigment,4,38.33,7.666,4,40.9,8.18,0.064897184,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,plant height,Growth,4,86.7,17.34,4,90.2,18.04,0.039575543,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,plant height,Growth,4,86.7,17.34,4,91.5,18.3,0.053885088,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,plant height,Growth,4,86.7,17.34,4,92.4,18.48,0.063673095,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,plant height,Growth,4,88.1,17.62,4,90,18,0.021337137,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,plant height,Growth,4,88.1,17.62,4,91.1,18.22,0.033485271,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,plant height,Growth,4,88.1,17.62,4,92.8,18.56,0.051974107,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,plant height,Growth,4,89.9,17.98,4,91.4,18.28,0.016547537,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,plant height,Growth,4,89.9,17.98,4,92.3,18.46,0.0263462,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,plant height,Growth,4,89.9,17.98,4,93,18.6,0.033901552,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,plant height,Growth,4,90.3,18.06,4,92,18.4,0.018651117,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,plant height,Growth,4,90.3,18.06,4,94.2,18.84,0.042282721,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,plant height,Growth,4,90.3,18.06,4,93.8,18.76,0.038027396,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,thousands grams,Yield,4,25.5,5.1,4,26.15,5.23,0.025170738,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,thousands grams,Yield,4,25.5,5.1,4,26.66,5.332,0.044485863,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,thousands grams,Yield,4,25.5,5.1,4,26.94,5.388,0.054933719,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,thousands grams,Yield,4,25.61,5.122,4,26.33,5.266,0.027726073,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,thousands grams,Yield,4,25.61,5.122,4,26.74,5.348,0.043177671,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,thousands grams,Yield,4,25.61,5.122,4,27.02,5.404,0.053594432,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,thousands grams,Yield,4,25.89,5.178,4,26.21,5.242,0.012284224,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,thousands grams,Yield,4,25.89,5.178,4,27.45,5.49,0.058509374,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,thousands grams,Yield,4,25.89,5.178,4,27.42,5.484,0.05741588,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,thousands grams,Yield,4,25.97,5.194,4,26.61,5.322,0.024345059,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,thousands grams,Yield,4,25.97,5.194,4,27.28,5.456,0.049211807,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,thousands grams,Yield,4,25.97,5.194,4,27.6,5.52,0.060873747,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,grains yield,Yield,4,8.31,1.662,4,9.22,1.844,0.103915429,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,grains yield,Yield,4,8.31,1.662,4,9.59,1.918,0.14326128,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,grains yield,Yield,4,8.31,1.662,4,9.98,1.996,0.183123481,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,grains yield,Yield,4,8.24,1.648,4,9.37,1.874,0.128512752,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,grains yield,Yield,4,8.24,1.648,4,9.78,1.956,0.17133914,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,grains yield,Yield,4,8.24,1.648,4,10.05,2.01,0.198572291,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,grains yield,Yield,4,8.83,1.766,4,9.44,1.888,0.066800966,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,grains yield,Yield,4,8.83,1.766,4,10.23,2.046,0.147169565,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,grains yield,Yield,4,8.83,1.766,4,10.37,2.074,0.160762008,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,20,ClassB,grains yield,Yield,4,9.15,1.83,4,9.67,1.934,0.05527443,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,40,ClassB,grains yield,Yield,4,9.15,1.83,4,10.4,2.08,0.128051927,0.02
Green Synthesis of Zinc Oxide Nanoparticles: Fortification for Rice Grain Yield and Nutrients Uptake Enhancement,75,2021,Omnia M. Elshayb,Field,Zn,Foliar,Rice,31.4,ClassB,60,ClassC,grains yield,Yield,4,9.15,1.83,4,10.43,2.086,0.13093239,0.02
The application of nanoparticles on the yield and nutritional quality of rice under different irrigation regimes,76,2023,Mehrnaz Zarei,Field,Zn,Foliar,Rice,40,ClassB,50,ClassC,grains yield,Yield,4,5.39,1.078,4,5.747,1.1494,0.064132595,0.02
The application of nanoparticles on the yield and nutritional quality of rice under different irrigation regimes,76,2023,Mehrnaz Zarei,Field,Si,Foliar,Rice,30,ClassA,50,ClassC,grains yield,Yield,4,5.39,1.078,4,5.586,1.1172,0.035718083,0.02
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,grains yield,Yield,3,5.78125,0.78125,3,9.375,1.25,0.48342665,0.012013094
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,grains yield,Yield,3,5.78125,0.78125,3,15.46875,1.40625,0.984201937,0.008841989
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,grains yield,Yield,3,5.78125,0.78125,3,17.65625,1.09375,1.116469906,0.007366308
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,thousands grams,Yield,3,5.3125,0.46875,3,8.75,0.625,0.498991166,0.004295836
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,thousands grams,Yield,3,5.3125,0.46875,3,12.8125,1.25,0.880358723,0.00576787
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,thousands grams,Yield,3,5.3125,0.46875,3,15.9375,0.625,1.098612289,0.003107779
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,chl A,Photosynthetic Pigment,3,13.95348837,1.046511628,3,21.97674419,1.744186047,0.454255273,0.003974605
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,chl A,Photosynthetic Pigment,3,13.95348837,1.046511628,3,24.76744186,1.395348837,0.573800423,0.002932991
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,chl A,Photosynthetic Pigment,3,13.95348837,1.046511628,3,28.60465116,1.046511628,0.717839793,0.002321163
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,chl B,Photosynthetic Pigment,3,13.95348837,1.046511628,3,18.13953488,0.697674419,0.262364264,0.002368097
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,chl B,Photosynthetic Pigment,3,13.95348837,1.046511628,3,25.81395349,0.697674419,0.615185639,0.002118487
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,chl B,Photosynthetic Pigment,3,13.95348837,1.046511628,3,25.11627907,1.744186047,0.587786665,0.00348251
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,shoot length,Growth,3,83.01511281,3.880197247,3,90.77550731,2.771569462,0.089366833,0.001038973
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,shoot length,Growth,3,83.01511281,3.880197247,3,102.416099,4.988825032,0.210021244,0.001519167
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,shoot length,Growth,3,83.01511281,3.880197247,3,80.79785724,2.21725557,-0.027072227,0.000979257
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,shoot fresh weight,Biomass,3,36.41025641,5.128205128,3,48.20512821,6.666666667,0.280614905,0.012987878
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,shoot fresh weight,Biomass,3,36.41025641,5.128205128,3,69.23076923,5.128205128,0.642594901,0.008441434
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,shoot fresh weight,Biomass,3,36.41025641,5.128205128,3,96.92307692,10.25641026,0.979067138,0.010345076
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,root length,Growth,3,8.075117371,0.845070423,3,11.17370892,0.563380282,0.324776197,0.00449802
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,root length,Growth,3,8.075117371,0.845070423,3,14.55399061,0.938967136,0.589077821,0.005038066
